pdf_id,pdf_nombre,revista,pais,macroarea,anio,titulo,A_ia,B_ia,C_ia,clase_textual_ia,veredicto_ia,motivo_ia,confianza_ia
211,02022_Brazilian_Journal_of_Nephrolog_2025.pdf,Brazilian Journal of Nephrology,Brasil,Ciencias de la Salud,2025,Acute kidney injury in critically ill COVID-19 patients in a tertiary hospital: short and long-term kidney and patient outcomes,1,1,1,Debilidad importante,FF con reconocimiento,,
212,02024_Brazilian_Journal_of_Nephrolog_2025.pdf,Brazilian Journal of Nephrology,Brasil,Ciencias de la Salud,2025,Nephrologists’ perceptions of competencies acquired during medical residency in Nephrology and their applicability to daily clinical practice,1,1,1,Debilidad importante,FF con reconocimiento,,
213,02029_Brazilian_Journal_of_Nephrolog_2025.pdf,Brazilian Journal of Nephrology,Brasil,Ciencias de la Salud,2025,Urinary and serum biomarkers of renal injury in coronary artery bypass grafting: a prospective evaluation with new biomarkers’,1,0,1,Falla fuerte,FF clasica,,
214,02038_Brazilian_Neurosurgery_2022.pdf,Brazilian Neurosurgery,Brasil,Ciencias de la Salud,2022,Epidemiological Profile of 96 Intracranial Tumors Treated in a Single Reference Center,1,1,0,Sin falla relevante,Sin falla relevante,,
215,02039_Brazilian_Neurosurgery_2022.pdf,Brazilian Neurosurgery,Brasil,Ciencias de la Salud,2022,Risk Factors for Malfunction of Ventriculoperitoneal Shunts Performed by Medical Residents in Children: An Exploratory Study,1,1,0,Debilidad importante,Debilidad importante,,
216,02041_Cogitare_Enfermagem_2026.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2026,Avaliação da completude do preenchimento da caderneta da gestante,1,0,1,Debilidad importante,FF clasica,,
217,02042_Cogitare_Enfermagem_2025.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2025,Análise do desfecho de pacientes com infarto agudo do miocárdio submetidos à intervenção coronariana percutânea,1,0,0,Debilidad importante,Debilidad importante,,
218,02046_Cogitare_Enfermagem_2025.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2025,Fatores que condicionam a utilização do acesso vascular intraósseo pelos enfermeiros do serviço de urgência,1,1,1,Debilidad importante,FF con reconocimiento,,
219,02047_Cogitare_Enfermagem_2025.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2025,Intervenções educativas para pessoas com diabetes no contexto pandêmico e pós-pandêmico da COVID-19,0,1,0,Sin falla relevante,Sin falla relevante,,
220,02048_Cogitare_Enfermagem_2025.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2025,O processo de afirmação de gênero e os impactos na saúde dos transexuais,1,1,1,Debilidad importante,FF con reconocimiento,,
221,02049_Cogitare_Enfermagem_2025.pdf,Cogitare Enfermagem,Brasil,Ciencias de la Salud,2025,Sintomas não-psicóticos entre profissionais de enfermagem,1,1,0,Debilidad importante,Debilidad importante,,
222,02053_ColunaColumna_2025.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2025,IMPACT OF AGE ON THE COST-EFFECTIVENESS OF FACET AND SACRAL EPIDURAL BLOCKS,1,1,0,Debilidad importante,Debilidad importante,,
223,02055_ColunaColumna_2024.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2024,MODIFIED THREE-DIMENSIONAL CLASSIFICATION OF THE ADOLESCENT IDIOPATHIC SCOLIOSIS,1,0,0,Debilidad importante,Debilidad importante,,
224,02056_ColunaColumna_2023.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2023,EPIDEMIOLOGICAL STUDY OF THE PREVALENCE OF LOW BACK PAIN IN SPINE SURGEONS IN BRAZIL,1,1,1,Debilidad importante,FF con reconocimiento,,
225,02057_ColunaColumna_2023.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2023,NEUROLOGICAL RECOVERY AFTER SURGICAL TREATMENT IN PATIENTS WITH THORACOLUMBAR TRM,1,1,0,Debilidad importante,Debilidad importante,,
226,02058_ColunaColumna_2023.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2023,PYOGENIC SPONDYLODISCITIS: RISK FACTORS FOR THERAPEUTIC FAILURE AND RECURRENCE,1,1,1,Debilidad importante,FF con reconocimiento,,
227,02059_ColunaColumna_2023.pdf,Coluna/Columna,Brasil,Ciencias de la Salud,2023,SPORTS PRACTICE AFTER LUMBAR DISCECTOMY IN NON-PROFESSIONAL ATHLETES: A CROSS-SECTIONAL STUDY,1,1,1,Debilidad importante,FF con reconocimiento,,
228,02061_Dental_Press_Journal_of_Orthod_2026.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2026,Evaluation and comparison of antimicrobial property of chitosan nanoparticles on nickel-titanium archwires: an in vivo study,1,0,0,Debilidad importante,Debilidad importante,,
229,02062_Dental_Press_Journal_of_Orthod_2025.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2025,Oral health-related quality of life and pain perception among adult patients treated with clear aligners: a longitudinal prospective study,1,1,1,Debilidad importante,FF con reconocimiento,,
230,02063_Dental_Press_Journal_of_Orthod_2024.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2024,Evaluation of facial pleasantness in patients with complete and unilateral cleft lip and palate rehabilitated and submitted to orofacial harmonization,1,0,1,Falla fuerte,FF clasica,,
231,02065_Dental_Press_Journal_of_Orthod_2024.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2024,Occlusion development after premature loss of deciduous anterior teeth: preliminary results of a 24-month prospective cohort study,1,1,1,Debilidad importante,FF con reconocimiento,,
232,02066_Dental_Press_Journal_of_Orthod_2024.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2024,Orthodontic finishing errors detected in board-approved cases: common types and prediction,1,1,1,Debilidad importante,FF con reconocimiento,,
233,02067_Dental_Press_Journal_of_Orthod_2024.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2024,Periodontal indexes of two types of 3 x 3 retainers: 0.032-in SS V-loop versus 0.0215-in SS coaxial - a randomized crossover trial,1,0,1,Falla fuerte,FF clasica,,
234,02069_Dental_Press_Journal_of_Orthod_2024.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2024,Tomographic diagnosis of alveolar bone coverage impact in orthodontic planning: cross-sectional study,1,0,1,Falla fuerte,FF clasica,,
235,02070_Dental_Press_Journal_of_Orthod_2023.pdf,Dental Press Journal of Orthodontics,Brasil,Ciencias de la Salud,2023,Impact of low intensity pulsed ultrasound on volumetric root resorption of maxillary incisors in patients treated with clear aligner therapy: A retrospective study,1,0,0,Debilidad importante,Debilidad importante,,
236,02071_HSJ_2025.pdf,HSJ,Brasil,Ciencias de la Salud,2025,A influência do estresse no desempenho acadêmico e qualidade do sono: um estudo transversal com estudantes universitários,1,1,1,Debilidad importante,FF con reconocimiento,,
237,02072_HSJ_2025.pdf,HSJ,Brasil,Ciencias de la Salud,2025,Effect of polidocanol foam sclerotherapy for the treatment of venous ulcers: a randomized clinical trial protocol,1,0,0,Debilidad importante,Debilidad importante,,
238,02077_HSJ_2025.pdf,HSJ,Brasil,Ciencias de la Salud,2025,"Padrão de circulação dos vírus influenza A/B e Vírus Sincicial Respiratório (VSR) em Fortaleza, Ceará, após a pandemia de SARS-CoV-2",1,1,1,Debilidad importante,FF con reconocimiento,,
239,02079_HSJ_2025.pdf,HSJ,Brasil,Ciencias de la Salud,2025,Physical inactivity and sedentary behavior profiles in individuals with heart failure: comparison with healthy subjects and determinant factors,1,1,1,Debilidad importante,FF con reconocimiento,,
240,02080_HSJ_2025.pdf,HSJ,Brasil,Ciencias de la Salud,2025,Traditional bilateral sagittal split osteotomy versus short variant on the sensory recovery of the chin and lower lip,1,1,1,Debilidad importante,FF con reconocimiento,,
241,02081_Infarma_Pharmaceutical_Science_2025.pdf,Infarma: Pharmaceutical Sciences,Brasil,Ciencias de la Salud,2025,ANÁLISE DAS REAÇÕES ADVERSAS NOTIFICADAS ESPONTANEAMENTE POR FARMACÊUTICOS EM UM HOSPITAL DE ENSINO DO CEARÁ,1,1,0,Debilidad importante,Debilidad importante,,
242,02082_Infarma_Pharmaceutical_Science_2025.pdf,Infarma: Pharmaceutical Sciences,Brasil,Ciencias de la Salud,2025,FOLDER EDUCATIVO COMO FERRAMENTA DE INCREMENTO DE MEDIDAS VÁLIDAS DE PRESSÃO ARTERIAL DA MAPA,1,0,1,Falla fuerte,FF clasica,,
243,02086_Infarma_Pharmaceutical_Science_2024.pdf,Infarma: Pharmaceutical Sciences,Brasil,Ciencias de la Salud,2024,Uso profilático e farmacoterapêutico da Azitromicina durante a pandemia da Covid-19 e seus riscos à saúde,1,0,1,Debilidad importante,FF clasica,,
244,02105_Jornal_Vascular_Brasileiro_2024.pdf,Jornal Vascular Brasileiro,Brasil,Ciencias de la Salud,2024,Estudo transversal multicêntrico comparando o gênero no reparo endovascular de aneurismas de aorta abdominal infrarrenal. Resultados do Registro dos Hospitais Estaduais Universitários do Interior de São Paulo (RHEUNI),1,1,0,Debilidad importante,Debilidad importante,,
245,02111_Journal_of_the_Foot_Ankle_2026.pdf,Journal of the Foot & Ankle,Brasil,Ciencias de la Salud,2026,Análise Epidemiológica das Fraturas por Estresse em Corredores,1,0,1,Falla fuerte,FF clasica,,
246,02112_Journal_of_the_Foot_Ankle_2026.pdf,Journal of the Foot & Ankle,Brasil,Ciencias de la Salud,2026,Avaliação clínica e funcional associada ao estudo epidemiológico dos pacientes em pós-operatório de fraturas de pilão tibial,1,0,1,Falla fuerte,FF clasica,,
247,02118_Journal_of_the_Foot_Ankle_2026.pdf,Journal of the Foot & Ankle,Brasil,Ciencias de la Salud,2026,Implant failure after ankle arthrodesis versus   total ankle arthroplasty: a matched- cohort study,1,0,1,Falla fuerte,FF clasica,,
248,02122_Medicina_Veterinária_2025.pdf,Medicina Veterinária,Brasil,Ciencias de la Salud,2025,Análise radiográfica quantitativa da silhueta cardíaca de carcarás (Caracara plancus) clinicamente saudáveis de vida livre,1,1,1,Debilidad importante,FF con reconocimiento,,
249,02123_Medicina_Veterinária_2025.pdf,Medicina Veterinária,Brasil,Ciencias de la Salud,2025,Análise radiográfica quantitativa da silhueta cardíaca de carcarás (Caracara plancus) clinicamente saudáveis de vida livre,1,1,1,Debilidad importante,FF con reconocimiento,,
250,02124_Medicina_Veterinária_2025.pdf,Medicina Veterinária,Brasil,Ciencias de la Salud,2025,Assessment of the uterus in bovines with endometritis using Doppler ultrasound,1,0,0,Debilidad importante,Debilidad importante,,
251,02129_Medicina_Veterinária_2025.pdf,Medicina Veterinária,Brasil,Ciencias de la Salud,2025,"Prevalence of anti-Toxoplasma gondii antibodies in quilombola communities of the Pajeú and Mata Meridional Pernambucana microregions, Brazil",1,0,1,Falla fuerte,FF clasica,,
252,02132_O_Mundo_da_Saúde_2025.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2025,"Characterization of Patagonian Salicornia: nutritional, sensory and microbiological aspects",1,1,0,Debilidad importante,Debilidad importante,,
253,02133_O_Mundo_da_Saúde_2025.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2025,Functional performance analysis in individuals recovered from COVID-19: assessment through the six-minute walk test,1,1,1,Debilidad importante,FF con reconocimiento,,
254,02134_O_Mundo_da_Saúde_2025.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2025,Physical activity practice and negative self-rated health among university students during COVID-19,1,1,1,Debilidad importante,FF con reconocimiento,,
255,02135_O_Mundo_da_Saúde_2024.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2024,Assessment of sleep quality and daytime sleepiness in a group of elderly people,1,1,0,Sin falla relevante,Sin falla relevante,,
256,02138_O_Mundo_da_Saúde_2024.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2024,Phase II study of pregabalin for the prevention of chemotherapy induced nausea and vomiting,1,1,0,Sin falla relevante,Sin falla relevante,,
257,02140_O_Mundo_da_Saúde_2023.pdf,O Mundo da Saúde,Brasil,Ciencias de la Salud,2023,Integrative and Complementary Health Practices in Coping with the Covid-19 Pandemic Period by Remote Workers,1,0,1,Falla fuerte,FF clasica,,
258,02142_PAJAR_-_Pan_American_Journal_o_2025.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2025,Medo de queda e desempenho funcional de pessoas idosas da comunidade = Fear of falls and functional performance of elderly people in the community = Miedo a las caídas y desempeño funcional de ancianos residentes en la comunidad,1,1,1,Debilidad importante,FF con reconocimiento,,
259,02143_PAJAR_-_Pan_American_Journal_o_2024.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2024,Desafios e relevância da condução veicular para a pessoa idosa = Challenges and relevance of vehicle driving for the older people = Desafíos y relevancia de la conducción de vehículos para personas mayores,1,0,1,Debilidad importante,FF clasica,,
260,02145_PAJAR_-_Pan_American_Journal_o_2024.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2024,Fatores associados à presença de incontinência urinária em um grupo de pessoas idosas atendidas em um ambulatório-escola = Factors associated with the presence of urinary incontinence in a group of elderly people examined in a school clinic = Factores asociados a la presencia de incontinencia urinaria en un grupo de ancianos examinados en una clínica escolar,1,0,0,Debilidad importante,Debilidad importante,,
261,02146_PAJAR_-_Pan_American_Journal_o_2024.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2024,Manifestações contratransferenciais e manejo psicofarmacológico no primeiro atendimento de idosos em um ambulatório de psiquiatria geriátrica = Countertransferential manifestations and psychopharmacological management in the first care of elderly people in a geriatric psychiatry outpatient = Manifestaciones contratransferenciales y manejo psicofarmacológico en la primera atención al anciano en un ambulatorio de psiquiatria geriátrica,1,0,1,Falla fuerte,FF clasica,,
262,02147_PAJAR_-_Pan_American_Journal_o_2024.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2024,Prevalência da fragilidade multidimensional e risco de sarcopenia em pessoas idosas admitidas em um hospital de média complexidade: estudo transversal retrospectivo = Prevalence of multidimensional frailty and risk of sarcopenia in older people admitted to a medium-complexity hospital: a retrospective cross-sectional study = Prevalencia de la fragilidad multidimensional y riesgo de sarcopenia en personas mayores ingresadas en un hospital de complejidad media: estudio transversal retrospectivo,1,0,1,Falla fuerte,FF clasica,,
263,02148_PAJAR_-_Pan_American_Journal_o_2024.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2024,"Saúde mental, uso de medicamentos e mudanças de hábitos em idosos durante a pandemia de COVID-19: uma análise com amostra aleatória = Mental Health, Medication usage and Habit Changes Among the Elderly During the COVID-19 Pandemic: An Analysis with a Random Sample = Salud mental, uso de medicamentos y cambios de hábitos en ancianos durante la pandemia de COVID-19: un análisis con muestra aleatoria",1,0,1,Falla fuerte,FF clasica,,
264,02150_PAJAR_-_Pan_American_Journal_o_2023.pdf,PAJAR - Pan American Journal of Aging Research,Brasil,Ciencias de la Salud,2023,Transtorno depressivo recorrente e desempenho cognitivo em idosos: um estudo de caso controle = Recurrent depressive disorder and cognitive performance in the elderly: a case-control study = Trastorno depresivo recurrente y rendimiento cognitivo en ancianos: un estudio de casos y controles,1,1,0,Debilidad importante,Debilidad importante,,
265,02151_Pesquisa_Brasileira_em_Odontop_2026.pdf,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brasil,Ciencias de la Salud,2026,ICCC Agreement in Restorative Treatment Decisions by Brazilian Dentists and Dental Students: A Cross-Sectional Study,1,1,1,Debilidad importante,FF con reconocimiento,,
266,02152_Pesquisa_Brasileira_em_Odontop_2026.pdf,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brasil,Ciencias de la Salud,2026,Resolution of Endodontic Treatments in Municipalities with Brazilian Dental Specialty Centers - CEO: Ecological Study,1,1,1,Debilidad importante,FF con reconocimiento,,
267,02155_Pesquisa_Brasileira_em_Odontop_2025.pdf,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brasil,Ciencias de la Salud,2025,Different Methods for Using a Validated Comic to Promote the Safe Use of Fluoridated Toothpaste Among Children,1,1,0,Debilidad importante,Debilidad importante,,
268,02159_Pesquisa_Brasileira_em_Odontop_2025.pdf,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brasil,Ciencias de la Salud,2025,Microbiological Analysis of Oral Biofilm and Tracheal Aspirate in Child Patients under Mechanical Ventilation,1,1,1,Debilidad importante,FF con reconocimiento,,
269,02160_Pesquisa_Brasileira_em_Odontop_2025.pdf,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brasil,Ciencias de la Salud,2025,Oral Health of Autistic Children and Parental Attitudes Towards their Oral Care,1,1,1,Debilidad importante,FF con reconocimiento,,
270,02165_RGO_Revista_Gaúcha_de_Odontolo_2025.pdf,RGO: Revista Gaúcha de Odontologia,Brasil,Ciencias de la Salud,2025,Prevalence of malocclusion in obese children,1,0,1,Falla fuerte,FF clasica,,
271,02168_RGO_Revista_Gaúcha_de_Odontolo_2024.pdf,RGO: Revista Gaúcha de Odontologia,Brasil,Ciencias de la Salud,2024,"Oral cancer and prosthetic rehabilitation: how,he patient reacts?",1,0,1,Falla fuerte,FF clasica,,
272,02172_Rasbran_2025.pdf,Rasbran,Brasil,Ciencias de la Salud,2025,A influência de programas brasileiros de transferência de renda na qualidade da dieta e na segurança alimentar dos beneficiários,1,1,1,Debilidad importante,FF con reconocimiento,,
273,02175_Rasbran_2023.pdf,Rasbran,Brasil,Ciencias de la Salud,2023,Avaliação do funcionamento intestinal com o uso agudo de Kombucha do tipo SCOBY em crianças com e sem trissomia do cromossomo 21,1,1,0,Debilidad importante,Debilidad importante,,
274,02179_Rasbran_2023.pdf,Rasbran,Brasil,Ciencias de la Salud,2023,Risco de síndrome de realimentação e desfechos clínicos em pacientes de prontos socorros do Distrito Federal,1,1,1,Debilidad importante,FF con reconocimiento,,
275,02180_Rasbran_2023.pdf,Rasbran,Brasil,Ciencias de la Salud,2023,Risco nutricional de pacientes com COVID-19 internados em uma unidade de terapia intensiva de referência em Joinville/SC,1,1,1,Debilidad importante,FF con reconocimiento,,
276,02185_Revista_Bioética_2025.pdf,Revista Bioética,Brasil,Ciencias de la Salud,2025,Comunicação de más notícias: uma necessidade negligenciada?,1,1,1,Debilidad importante,FF con reconocimiento,,
277,02188_Revista_Bioética_2025.pdf,Revista Bioética,Brasil,Ciencias de la Salud,2025,Ordem de não reanimação em pacientes oncológicos na UTI,1,0,0,Debilidad importante,Debilidad importante,,
278,02191_Revista_Contexto_Saúde_2026.pdf,Revista Contexto & Saúde,Brasil,Ciencias de la Salud,2026,Adesão ao tratamento antirretroviral por gestantes vivendo com HIV: Comparação de três métodos,1,0,1,Falla fuerte,FF clasica,,
279,02195_Revista_Contexto_Saúde_2026.pdf,Revista Contexto & Saúde,Brasil,Ciencias de la Salud,2026,Entendimento de pessoas com lesão medular sobre o desempenho das transferências para suas atividades cotidianas,1,1,1,Debilidad importante,FF con reconocimiento,,
280,02197_Revista_Contexto_Saúde_2026.pdf,Revista Contexto & Saúde,Brasil,Ciencias de la Salud,2026,"Influência de fatores sociodemográficos no conhecimento, atitude e prática sobre o uso de alimentos regionais no interior do Ceará - Brasil",1,0,1,Falla fuerte,FF clasica,,
281,02199_Revista_Contexto_Saúde_2025.pdf,Revista Contexto & Saúde,Brasil,Ciencias de la Salud,2025,Percepção do clima ético entre enfermeiros no ambiente hospitalar,1,0,0,Sin falla relevante,Sin falla relevante,,
282,02204_Revista_Enfermagem_UERJ_2025.pdf,Revista Enfermagem UERJ,Brasil,Ciencias de la Salud,2025,[EM EDIÇÃO] Resultado da adesão ao sistema de alerta obstétrico precoce modificado para prevenir morbimortalidade por sepse,1,0,1,Falla fuerte,FF clasica,,
283,02210_Revista_Enfermagem_UERJ_2021.pdf,Revista Enfermagem UERJ,Brasil,Ciencias de la Salud,2021,Direitos protetivos à prática do aleitamento materno de mães de recém-nascidos prematuros: estudo transversal [Mothers’ protective rights to breastfeed preterm newborns: cross-sectional study] [Derechos protectores a la práctica de la lactancia de madres de recién nacidos prematuros: estudio transversal],1,1,1,Debilidad importante,FF con reconocimiento,,
284,02215_Revista_Gaúcha_de_Enfermagem_2025.pdf,Revista Gaúcha de Enfermagem,Brasil,Ciencias de la Salud,2025,Collective construction of a Continuing Health Education Center in a Brazilian municipality: action research,1,0,0,Debilidad importante,Debilidad importante,,
285,02220_Revista_Gaúcha_de_Enfermagem_2025.pdf,Revista Gaúcha de Enfermagem,Brasil,Ciencias de la Salud,2025,Usability of the ConectAPS-CRIE platform for management of special immunobiologicals in Primary Health Care,1,1,1,Debilidad importante,FF con reconocimiento,,
286,02225_Revista_Iberoamericana_de_Ciru_2024.pdf,Revista Iberoamericana de Cirugía de la Mano,Brasil,Ciencias de la Salud,2024,Placa volar bloqueada en fracturas de radio distal: Técnica mínimamente invasiva <i>versus</i> técnica convencional,1,0,1,Falla fuerte,FF clasica,,
287,02231_Revista_Paulista_de_Pediatria_2026.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2026,"Factors associated with meeting the recommendations for physical activity, sedentary behavior, and sleep in adolescents: a cross-sectional study",0,0,0,Sin falla relevante,Sin falla relevante,,
288,02232_Revista_Paulista_de_Pediatria_2025.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2025,Factors influencing the growth of preterm infants in the first two years of life,1,1,1,Debilidad importante,FF con reconocimiento,,
289,02233_Revista_Paulista_de_Pediatria_2025.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2025,Quality of life in patients with spinal muscular atrophy in Brazil: patient self-assessment and carer perception,1,1,1,Debilidad importante,FF con reconocimiento,,
290,02235_Revista_Paulista_de_Pediatria_2024.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2024,"Associations of screen time with symptoms of stress, anxiety, and depression in adolescents",1,1,1,Debilidad importante,FF con reconocimiento,,
291,02236_Revista_Paulista_de_Pediatria_2024.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2024,Exploring adolescent suicide attempts before and during the coronavirus disease 2019 pandemic: a cross-sectional study,1,1,0,Debilidad importante,Debilidad importante,,
292,02240_Revista_Paulista_de_Pediatria_2024.pdf,Revista Paulista de Pediatria,Brasil,Ciencias de la Salud,2024,Religiosity and alcohol use in adolescents with orofacial cleft: correlational study,1,1,1,Debilidad importante,FF con reconocimiento,,
293,02241_Revista_da_Faculdade_de_Odonto_2025.pdf,Revista da Faculdade de Odontologia de Porto Alegre,Brasil,Ciencias de la Salud,2025,Análise dos protocolos de ajuste de placa estabilizadora utilizados por cirurgiões-dentistas do Rio Grande do Sul,1,1,1,Debilidad importante,FF con reconocimiento,,
294,02248_Revista_da_Faculdade_de_Odonto_2021.pdf,Revista da Faculdade de Odontologia de Porto Alegre,Brasil,Ciencias de la Salud,2021,Fatores associados ao edentulismo em indivíduos com doença renal crônica em hemodiálise: um estudo transversal,1,1,1,Debilidad importante,FF con reconocimiento,,
295,02251_Revista_de_Enfermagem_da_UFPI_2026.pdf,Revista de Enfermagem da UFPI,Brasil,Ciencias de la Salud,2026,Prevalência e fatores associados à ocorrência de casos de dengue grave no Maranhão,1,1,1,Debilidad importante,FF con reconocimiento,,
296,02256_Revista_de_Enfermagem_da_UFPI_2025.pdf,Revista de Enfermagem da UFPI,Brasil,Ciencias de la Salud,2025,"Consumo de tabaco entre adolescentes do 7º ano em escola da região de Lisboa e Vale do Tejo, Portugal: estudo transversal",1,0,1,Falla fuerte,FF clasica,,
297,02262_Revista_de_Saúde_Pública_2024.pdf,Revista de Saúde Pública,Brasil,Ciencias de la Salud,2024,Precarious work and methodological challenges to study hard-to-reach populations,1,1,0,Sin falla relevante,Sin falla relevante,,
298,02268_Revista_de_Saúde_Pública_2020.pdf,Revista de Saúde Pública,Brasil,Ciencias de la Salud,2020,Effect of early determinants on adolescent fat-free mass: RPS cohort of São Luís – MA,1,1,1,Debilidad importante,FF con reconocimiento,,
299,02269_Revista_de_Saúde_Pública_2019.pdf,Revista de Saúde Pública,Brasil,Ciencias de la Salud,2019,Patient safety culture from the perspective of workers and primary health care teams,1,1,1,Debilidad importante,FF con reconocimiento,,
300,02270_Revista_de_Saúde_Pública_2017.pdf,Revista de Saúde Pública,Brasil,Ciencias de la Salud,2017,Factors associated with self-reported discrimination against men who have sex with men in Brazil,1,1,1,Debilidad importante,FF con reconocimiento,,
301,02271_Saberes_Plurais_2025.pdf,Saberes Plurais,Brasil,Ciencias de la Salud,2025,"ANÁLISE DA ATUAÇÃO DE EQUIPES DA ESTRATÉGIA SAÚDE DA FAMÍLIA EM TERRITÓRIOS DO CAMPO, FLORESTA E DAS ÁGUAS NO CEARÁ",1,0,1,Falla fuerte,FF clasica,,
302,02278_Saberes_Plurais_2025.pdf,Saberes Plurais,Brasil,Ciencias de la Salud,2025,SAÚDE E RESILIÊNCIA DE IDOSOS PARTICIPANTES DE PROJETO DE EXTENSÃO NA UNIVERSIDADE ABERTA DA MELHOR IDADE,1,1,0,Debilidad importante,Debilidad importante,,
303,02282_Vigilância_Sanitária_em_Debate_2025.pdf,"Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia",Brasil,Ciencias de la Salud,2025,Exposição ao benzeno em postos de combustíveis: percepções de risco entre os trabalhadores,1,0,1,Falla fuerte,FF clasica,,
304,02283_Vigilância_Sanitária_em_Debate_2024.pdf,"Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia",Brasil,Ciencias de la Salud,2024,"Gerenciando riscos em salas de vacina: um estudo de segurança em Unidades Básicas de Saúde de Salvador, BA",1,0,0,Debilidad importante,Debilidad importante,,
305,02288_Vigilância_Sanitária_em_Debate_2023.pdf,"Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia",Brasil,Ciencias de la Salud,2023,Plano de ensino orientado por metodologias ativas de ensino aplicado em cursos de boas práticas de manipulação para serviços de alimentação,1,0,0,Debilidad importante,Debilidad importante,,
306,02290_Vigilância_Sanitária_em_Debate_2021.pdf,"Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia",Brasil,Ciencias de la Salud,2021,"Fatores associados à gravidade das reações transfusionais ocorridas em hospital de ensino, na cidade de São Paulo, entre 2007-2019",1,1,0,Debilidad importante,Debilidad importante,,
307,02311_Revista_Chilena_de_Enfermería_2025.pdf,Revista Chilena de Enfermería,Chile,Ciencias de la Salud,2025,Eventos adversos relacionados a catéter venoso periférico en personas hospitalizadas en un hospital público en Chile,1,0,1,Falla fuerte,FF clasica,,
308,02313_Revista_Chilena_de_Enfermería_2024.pdf,Revista Chilena de Enfermería,Chile,Ciencias de la Salud,2024,Calidad de vida y autocuidado en adultos mexicanos con tratamiento de hemodiálisis en un hospital,1,0,1,Debilidad importante,FF clasica,,
309,02316_Revista_Chilena_de_Enfermería_2024.pdf,Revista Chilena de Enfermería,Chile,Ciencias de la Salud,2024,Evaluación de la formulación del proceso de enfermería en estudiantes de segundo año de una institución universitaria estatal,1,0,1,Debilidad importante,FF clasica,,
310,02319_Revista_Chilena_de_Enfermería_2024.pdf,Revista Chilena de Enfermería,Chile,Ciencias de la Salud,2024,"Relación entre compromiso académico, satisfacción académica y actividad laboral en estudiantes de enfermería argentinos",1,1,0,Debilidad importante,Debilidad importante,,
311,02320_Revista_Chilena_de_Enfermería_2024.pdf,Revista Chilena de Enfermería,Chile,Ciencias de la Salud,2024,Relación entre estrés académico y ansiedad en estudiantes universitarios mexicanos,1,1,1,Debilidad importante,FF con reconocimiento,,
312,02325_Revista_Chilena_de_Salud_Públi_2025.pdf,Revista Chilena de Salud Pública,Chile,Ciencias de la Salud,2025,"Evaluación de riesgo en salud por exposición a arsénico en agua en localidades rurales de la de Región de Arica y Parinacota, Chile",1,0,1,Falla fuerte,FF clasica,,
